OrderId,Revenue,SessionId,Time
559060,65.000000000000000000,a23976b2-9e48-4fb9-9d30-11cda95ba186,2018-02-21 20:26:37.073
559321,48.000000000000000000,09c00da0-9813-4cb3-bc9d-074dade4eae7,2018-02-24 09:46:35.343
559653,37.000000000000000000,a9204130-983e-4c23-afb7-009d5dcf0768,2018-02-24 20:41:48.210
559724,20.000000000000000000,76e95fb6-8c25-4f28-b13a-bb5e453fee09,2018-02-25 10:51:21.433
559985,92.000000000000000000,4593d9ca-3317-49c6-93ec-24523713580c,2018-02-25 22:07:41.747
536175,19.000000000000000000,60caaa8c-47ec-4d51-bedd-0897ed332688,2018-02-06 16:52:07.447
536839,37.000000000000000000,9988cba4-fa8b-4466-b0c9-50229139eb1b,2018-02-10 19:27:30.027
537171,37.000000000000000000,e2aa5987-0982-4388-9df6-cc52ba550d2a,2018-02-11 20:13:39.203
537503,145.000000000000000000,d6e56142-6d6c-4580-835a-4befdb50e4c5,2018-02-14 13:39:37.357
558064,129.000000000000000000,33bde62c-1b58-4137-a0ad-1d228779fa5f,2018-02-17 12:20:00.247
558728,115.000000000000000000,032a04af-2d04-411e-9fac-e485cb55fb25,2018-02-18 21:06:51.640
559083,30.000000000000000000,97e44d11-f274-4d9d-9362-8f5eb66e473f,2018-02-22 13:34:17.560
559298,33.000000000000000000,34e46143-b221-4413-9979-7c5a083bcf8e,2018-02-23 20:26:58.537
559630,48.000000000000000000,f7ae93bf-e87f-4add-9211-a7c8a5482eee,2018-02-24 19:29:44.733
559747,110.000000000000000000,2835e34f-cdbb-45e2-b440-61e62c9c4e77,2018-02-25 12:21:20.497
559962,33.000000000000000000,eb211b3e-0617-4cd4-8a35-53aa6158cfc7,2018-02-25 20:34:26.817
560079,52.000000000000000000,f26b8a23-4079-4667-86e8-965f6620860a,2018-02-27 13:25:33.357
547937,19.000000000000000000,382c6ee0-375e-42e1-965f-fc6032b96e8f,2018-02-16 13:47:33.943
558087,17.000000000000000000,b862338f-e29c-4fcc-a2e6-8a68a72fc177,2018-02-17 13:43:28.873
558419,30.000000000000000000,a15f1cff-ce06-4d62-8248-a7378705c9f6,2018-02-18 12:10:28.990
558634,48.000000000000000000,dbe2abe7-c3f4-4600-b2c7-b609285ff687,2018-02-18 17:11:07.837
558751,52.000000000000000000,2bae479e-632c-4693-99c7-f7994032e8ab,2018-02-19 15:53:47.563
558966,89.000000000000000000,7d8b0571-9bc7-491b-9a8f-0e3df6cc17b1,2018-02-21 16:47:44.213
536269,85.000000000000000000,e130db83-c7b8-498a-b3e3-db306891547a,2018-02-06 21:34:57.280
